Node	Time	ActivationUpPrice
3	1	29.75
3	2	29.2
3	3	28.93
3	4	28.83
3	5	29.16
3	6	30.96
3	7	61.98
3	8	61.04
3	9	53.05
3	10	40.87
3	11	40.38
3	12	34.14
3	13	32.14
3	14	33.28
3	15	35.48
3	16	42.65
3	17	52.9
3	18	71.0
3	19	76.02
3	20	61.21
3	21	58.82
3	22	57.53
3	23	41.14
3	24	34.93
4	1	57.38
4	2	50.53
4	3	48.25
4	4	46.91
4	5	49.08
4	6	58.08
4	7	63.08
4	8	63.99
4	9	67.0
4	10	61.27
4	11	57.28
4	12	52.16
4	13	48.67
4	14	54.0
4	15	54.0
4	16	50.91
4	17	56.95
4	18	60.04
4	19	61.86
4	20	62.2
4	21	62.08
4	22	62.09
4	23	61.19
4	24	60.24
5	1	20.92
5	2	20.43
5	3	19.98
5	4	19.93
5	5	19.96
5	6	22.01
5	7	30.0
5	8	30.0
5	9	29.87
5	10	28.98
5	11	23.6
5	12	23.51
5	13	23.33
5	14	23.12
5	15	22.98
5	16	23.25
5	17	23.06
5	18	23.07
5	19	25.0
5	20	25.0
5	21	22.96
5	22	22.91
5	23	22.44
5	24	19.91
6	1	35.19
6	2	35.05
6	3	34.99
6	4	34.4
6	5	35.0
6	6	39.58
6	7	72.05
6	8	107.41
6	9	82.1
6	10	60.18
6	11	46.95
6	12	40.56
6	13	38.79
6	14	40.35
6	15	44.82
6	16	52.34
6	17	80.1
6	18	104.71
6	19	134.97
6	20	47.98
6	21	42.85
6	22	42.5
6	23	47.39
6	24	45.0
7	1	26.0
7	2	24.6
7	3	22.92
7	4	22.0
7	5	22.92
7	6	35.5
7	7	52.0
7	8	52.0
7	9	41.13
7	10	40.01
7	11	40.7
7	12	35.97
7	13	29.23
7	14	25.48
7	15	31.27
7	16	38.55
7	17	41.14
7	18	42.03
7	19	43.69
7	20	42.04
7	21	63.98
7	22	43.44
7	23	41.07
7	24	34.7
8	1	36.0
8	2	36.0
8	3	33.0
8	4	31.95
8	5	32.68
8	6	36.49
8	7	37.47
8	8	37.71
8	9	38.06
8	10	38.06
8	11	38.47
8	12	37.77
8	13	37.2
8	14	36.87
8	15	36.46
8	16	38.0
8	17	38.36
8	18	38.16
8	19	38.03
8	20	37.91
8	21	37.98
8	22	37.81
8	23	37.56
8	24	36.17
9	1	30.21
9	2	15.39
9	3	7.01
9	4	8.7
9	5	4.98
9	6	4.91
9	7	4.11
9	8	0.97
9	9	0.0
9	10	1.56
9	11	10.4
9	12	10.42
9	13	3.0
9	14	-5.0
9	15	-4.36
9	16	4.0
9	17	26.28
9	18	39.0
9	19	39.0
9	20	42.73
9	21	44.99
9	22	37.62
9	23	33.99
9	24	33.52
10	1	31.34
10	2	29.64
10	3	29.62
10	4	28.97
10	5	26.88
10	6	34.37
10	7	38.0
10	8	39.0
10	9	37.0
10	10	30.0
10	11	5.65
10	12	0.85
10	13	-0.01
10	14	-0.19
10	15	0.83
10	16	7.0
10	17	18.81
10	18	28.92
10	19	34.37
10	20	36.08
10	21	34.19
10	22	34.38
10	23	32.02
10	24	20.39
11	1	13.5
11	2	13.5
11	3	10.47
11	4	11.71
11	5	25.0
11	6	66.0
11	7	66.0
11	8	90.0
11	9	67.0
11	10	66.0
11	11	55.86
11	12	55.03
11	13	54.62
11	14	54.43
11	15	64.0
11	16	64.0
11	17	69.5
11	18	70.0
